text,sentiment
الأغنية مسروقة من الأغنية الأصلية BUM BUM TAM TAM,negative
البرنامج اسمه بالنسبة ليا دردشة psychanalyse,positive
الي عاملين dislike عملين dislike ليه 😕,neutral
هشام ماجد دا قمر احسن ممثل Love you 😍♥️♥️♥️♥️♥️♥️♥️💖💕❤️💗💙💚💚💛💛💛💛💜💜💞💞💝❣️,positive
احلى حاجه فى الاعلان ده هو دنيا بمووت فيكى يادودى i love u,positive
ربنا ينتقم منك يا احمد عز ربنا ظهر الحق لو دول مش عياله كان راح عمل تحليل DNA وكان قطع الشك باليقين لكنه هرب ﻻنه جبان ومش راجل زي الحرامي يعمل العملة وبهرب,negative
اسطوره يا Number 1,positive
بدي افهم مين الجحاش اللي حاطين dislike,negative
ف 880 مش بيفهموا عاملين dislike,negative
"بتبسط بجد لما بسمع اغانيك برغم انها حزينه ولكن بحبها بصوتك 
keep going",positive
هيفاااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااا ، دمرت نسوان الارض ،،، ولسا بتسالي ليش بغاروااااااا ،،،،، love youuuuuuuuuuuu,positive
ممكن ال id يا اسطورة,neutral
من رقصة رانيا يوسف الي سيارة ميسي في كل مكان ، wtf,negative
"منى الشاذلي تسأل السؤال وهي مش عايزة اجابته بس عايزة تفرض رأيها، وتبين للناس انه هو كان جواب الضيف
بجد shame on you mona.",negative
انا كيبوبية فاكيد اجيت بعد كوفرB I G بس بصراحة في كمية مشاعر 💖💖💕💕الاغنية رووعة كثير مشاعر حلوة,positive
انا بحب تامر ونانسي جدا جدا     ilove you,positive
بتجججججججننننن ويلي يحبها يحط لايك OK لانها حلوةةة,positive
"الاختيار 2 2021
Ramadan End In TV Series OK! MODS
الاختيار 1 2020",neutral
"بصراحة احلى اعلانات في مصر هيا اعلانات اورانج .. بجد التيم اللى بيعمل الشغل دا تيم ممتاز .. تحياتى ليكم واستمروا
Keep Up the Good Work",positive
انشالله كلكم في جهنم يا رب CRINGE WARNING,negative
يسرا دي ست classy جدا وقمر ليها هيبة كدا❤❤❤❤,positive
حلقة جميلة وعميقة جداً وشخصية يسرا مبهرة 🤍 فعلاً أجمل شيء ممكن يُشاهد على اليوتيوب هو برنامجك، ممتع وله قيمة ورسالة 👌🏻 شكراً لكل فريق AB talks 🙏🏻,positive
Boss والله العظيم,positive
"شكرا ليك يا تامر على صوتك الحلو دا 😎
وشكرا ل we على إعلانتها الجميلة👍
ومن نجاح لنجاح 👉☺️",positive
"أغنية رائعة جدا جدا  هذا الفن كفيل بإزلة التلوث السماعي الذي اصاب الفن العربي الاصيل ..
I am big fan ❤❤❤ ..",positive
رجع زمن الاغنية الحلوة و الجميلة  😍😍123 long live Algeria 🇩🇿,positive
Good luck Tamer Hosni best film أخوك من الجزائر,positive
ال CGI بريال,negative
حد يجي ورايني نفسه كده الناس اللي عامله dislike تعالوا,neutral
"#i read ...
كريم عبد العزيز موفق🌹",positive
ممكن بعد اذنك تعمل مراجعة لفيلم the angel ياريت علشان عايز افهم الفيلم داه بعد اذنك يا استاذ محمود,neutral
Unpopular opinion : فلم مش حلو,negative
"من خلال مشاهدتي لجميع الحلقات من مسلسل هجمه مرتده لم يقول لنا المخرج او كاتب السيناريو من هي الدوله المعاديه. ام انها قصه خياليه
for 1 Minute",neutral
هو مفيش حد هنا سمع Tupac او xxxtentacion او Lil pump,neutral
جميل جدااا LOV,positive
هيفاء عاملة ستايل Nicki Minaj,neutral
"لمشاهد  او التحميل فلم حرب كرموز 2018 HD 

اضغط هنا  https://jpst.it/1hAhE",neutral
"تامر عاشور  قيصر المطربين العرب 
     Tamer Ashour Caesar Arab singers",positive
بقولك ايه يا معلم انا عايز فون iPhone 11 pro او 12 pro انت عارف سعرهم عندنا في مصر عالي جدا مش عارف انت ممكن توافق ولا لا,neutral
"شكرا لمحبتكم و أدعوكم لمتابعة قناتي على اليوتيوب . افتحوا اللينك . و Subscribe 🌹

https://youtube.com/c/RanimKoteitChannel",neutral
احلى إعلان we ده ولا ايه كل اعلانتكم تحفه واللي جاي احسن 👍,positive
حكاية عشتها و إحساس وصلني وذا كل من أغنية congratulations,positive
I knew this was nice the first time i looked at it and it didn't dissapoint جمد,positive
WE | بعد اي حد,negative
الناس اللي عمله dislike  ناس مريضة 💔,negative
ال بيحب Limpbizkit يدوس لايك,neutral
الكليب ناقصه لوجو Vevo بس,neutral
عمل عالمي أقوى مسلسل عربي راح يكون حقيقة wow 😳,positive
نفسي افهم اللي بيعملوا dislikes بيعملوها لي أو أي وجهة نظرهم,neutral
"انت مين يامعلم
ستينغ. Sting",neutral
"اللي مش فاهم فكرة المسلسل لازم يعرف اكتر عن لعبة ديترويت  وقتها هتعرفو ان يوسف الشريف نجم من عالم المستقبل بجد 
اللعبة من الالعاب اللي بتتكلم عن مستقبل الاندرويد وانه هيكون متحكم في كل حاجة في حايتنا والحلقة انهارده كانت نسخة من مرحلة في اللعبة بجد تفكير مبهر وبره الصنندوق لما يفكر ينقل للعبة من العاب ps 4 للمسلسل  شكرا كل فريق العمل وشكرا للمؤالف علي الحبكة الدرامية",positive
"أجمل أغنية سمعتها في حياتي حلوة حلوة واواوا  ,it's awesome and very beautiful ☑☑☑☑☑❗",positive
بقي يافريش انتوا شركة عالمية خلاص جايبن روبي الراقصة دي كانت عاوزة ترقص وتهز بس تقريبا افتكرت نفسها أنها بتعمل إعلان لشركة معروفة اصرفوا شوية يافريش وهاتوا ناس علي مستوي  image  الشركة.,negative
يشبه فرناندو اللي بي prison Beark,neutral
تابعوني على Nice Nostalgie Covers,neutral
نفسي اعرف الناس اللي عاملةdis like دول مين ما نجوم الكوميديا يعني⁉⁉⁉⁉❓❓,negative
Woooooow ... عاش يا جدع انت ✊✊,positive
شكرا Orange Egypt,positive
داخل مخصوص عشان اعمل dislike من غير ما اسمعها,negative
ألمشتهيه تجي خاص أصدقائك على YouTube https://youtu.be/addme/3WJaXdGvKC2u1kNFNp7eMTH9LL9l8Q,neutral
دي حاجة مؤثرة جدا ( بصوت احمد حلمي ) هه.. بجد والله مشهد مؤثر جداا خليتنا ندمع يانوح :( :( ...محمد امام u r the best,positive
ممتع جدا very interesting 🙏👍💚,positive
"مين الحمير اللي عاملين 
dis like",negative
حلوة sugar اوي,positive
الاغنية amazing,positive
حملة توصيل فرقة  big 3 million,positive
انا داخل اعمل unlike وخارج على طووول :D,negative
بحبك اووووى يا محمد رمضان  love,positive
ساره Sara,neutral
"وحشتنا اللمة 
كل سنه وال 45 مليون مشاهدة طيبين
Orange Egypt",positive
"تقليد فاضح لاغنية P!nk _walk me home
كالعادة العرب والتقليد 0 ابداع",negative
Venom فين,neutral
https://youtu.be/PXuFDVYEcCM دعموني يا شباب  sapport mee,neutral
I Love you حمادة انا بحب  اغانيك,positive
"منير ده جامد
THE KING",positive
لسه نازل ليهاا  Design ع البيدج انستاا حاجه اخر روقان❤,positive
اعمل مراجعة لفيلم American Psycho,neutral
تامر حسني ممثلي المفضل i love you,positive
"I really like this song
انا إندونيسيا مرا حب كتر كثير هدا اغني  لوووووووف كتير",positive
الترتيبة مسروقة من مسلسل picky blenders,negative
"من اليمن، 
from yemen 
much love to egypt
❤️",positive
ده مقتبس من بتاع the rock,neutral
45 الف حمار محركين حافرهم و كابسين dislike 🙂,negative
"انا بحب مي عز الدين i love you
❤❤❤❤❤❤❤",positive
بعد اذن صاحب القناه محتاج دعمكم ومساعدتكم فجعل حساب السناب توصل مشاهدته فوق k بليززز https://www.snapchat.com/adds.h507s,neutral
I love you لمه شفتك البي دق تلت دات يا حلو ياحلو انا بحبك حلو,positive
بالتوفيق والنجاح دايما Number 1 😍❤,positive
اللحن مسروق من اغنية Zombie,negative
Wow  رائعه,positive
احمد امين في دور ال villian هيكون فوق الخيال,positive
هو امتي هينزل على youtub,neutral
ممكن تقولو ع انس السهل الممتنع. Bravo 👏🏻,positive
وحشتيني اوي يا pansy ❤,positive
"من تونس 
احسنت 💗💗💗
Good and Nice music 💖💖💖",positive
59 dislike  بتوع مطاوي,negative
اللـ عاملين unlike . . عايزين يتحاكموا,negative
"فكرة الدبابة مسروقة من فرقة super m  الكورية الي صورة. في دبي 
Jopping اسم الاغنية 
محمد رمضان يقلد lucas العضو الكوري",negative
wtf كل التعليقات قبل يومين وقبل يوم كيييييييييف,negative
الجاي من 2500 أشترك في قناة Sony Adel,neutral
"اغنيه EDM
 Electronic dance music
تتسمع لمحبى الدانس والهاوس",neutral
هو تلوين الفيديو فيه مشكلة ولا انتو قصدينه ؟؟ @Mohamed Ramadan,neutral
"أقوى إعلان مبهج بجد تحفه اوييي الاغنية روووعة فيها طاقة ايجابية مش طبيعية , ماشاء الله الله أكبر عليك مبدع ومتميز ومتألق هكذا أنت كما عهدناك دائماً 
ربنا يخليك لينا يالغالي وتفضل دايماً تسعدنا بأعمالك التى لا توصف و التى ليس لها مثيل
#اللحظة_الحلوة #الأسطورة #تامرحسني #رمضان2020
Tamer Hosny",positive
الصوت بالأغنية مزعج جداً ، الـ Treble عالي جداً بشكل مقرف,negative
محمود حميدة وخالد النبوي  يبقي must watch,positive
بصرح الغنيه سي over,negative
"عالمي 💗 الوحيد الي اتابع مسلسلة كل رمضان 
I’m super fan Youssef
تحية من العراق ،، مصر محضوضة بيوسف الشريف",positive
احسن اعلان بجد في رمضان كل سنة الاعلانات بتاعتكو احسن من الاول بجد ❤️Banque Misr,positive
اختار we ولا اورانج,neutral
0:46 مش انا  لوحدي الي لاحظت ان المكان ده شبه بتاع fake love 😂😂,neutral
"بحب snl  بالعربي  
من معايا لايك
ونبي",positive
كليب تقليد chris brown,neutral
فظيع فظيع . YOU ARE THE BEST EVER 💯💕✋🖒,positive
التواصل مع Roznama Records ازاي ؟؟,neutral
"https://m.youtube.com/watch?v=8s-4sDF1JVY
🎥   امي مسافره و هعمل حفله     - YouTube",neutral
انا بحبكم اوي انتو احلي مغنين l love you😍😍😍,positive
a very nice song I liked the music and the lyrics احيكم من الجزائر,positive
يعني الخصلات الشعر غش و العدسات nooooooooo يا شيخة 😆😆😆😆,negative
مين بيشغلها ولما تنتهي يعيدها 2018 يضغط like,neutral
في اتنين واربعين جحش عاملين unlike,negative
احساس غريب ف 2020 The end,neutral
باقالو كثيير مقابل شري بالمعرووووف ، تاااااامر عاشششششور i love yooooou,positive
"https://youtu.be/qboVoPC47Pc
ده لينك اغنية جمع حبايبك لعمرو دياب على فيلم Last Vegas .. 👌 يا ريت تشوفوه وتدعموني 🙏",neutral
عايز رياكشن تريلر ل فيلم avengers the end game,neutral
اللي عاملين Dislike دول مرضى نفسيين بصراحه,negative
"يا جدعان للي عايز يسمع المسلسل من اول حلقه لحد النهاردة ده رابط تقدر تسمع المسلسل HD 
https://l.cimalight.io:2053/play.php?vid=D9e5886c5",neutral
"مشاهدة فلم ولاد رزق 2 كامل hd 
على هذا الرابط 
https://mixmbm.blogspot.com/2019/08/2-2019-hd.html",neutral
"الاغنية  هاذي فكرتني ب""قلبك  بقا انتيكا في بيتها"" غناية مبهجة كل ما نسمعها نحس بالفرحة Greeting from TUNISIA",positive
احلا موسيقى بل العالم حبت اكتير.          I love  you,positive
مين اللى معندوش دم وعامل unlike ده,negative
في 89 حمار عاملين Unlike :-/,negative
i like it 😃😃 حاوة,positive
محمود حميدة cheap mean,negative
البنت دي غريبة بتضحك ع حاجات تافهة جدًا و pickup lines فشيخة مضحكتش عليها,neutral
احب احييك علي مجهودك في القناه وعايز اطلب منك طلب رخم شويه عايز مراجعه لفيلمين كلاسيكيين وهما the prestige و pulp fiction,positive
اللى عامل dislike مبيفهمش,negative
الناس اللي عاملة Dislike دي !!! انتم مجانين ؟؟,negative
81k dislike 😂😂 اهم حاجة محبة الناس,negative
تقليد  ال باتشينو scarface,neutral
مراجعة فيلم لوكا Luca ابوس ايدك,neutral
"قناتي ترفيهية بتذيع مسلسلات مترجمة واغاني اتمني تشتركوا 💜💜💜
My entertainment channel for translating series, movies and songs. I hope you subscribe ❤👋",neutral
Trending اهو 😂❤️❤️,positive
يلا dislike,negative
اول ما قال سبسكراي عملت dislike,negative
لأول مرة.. لقاء خاص مع الفنان أحمد فهمي من داخل منزله (كامل) | It's ShowTime,neutral
نفسى اهم اى باقف عامل dislike على الفيديو على اساس ايه..,negative
شخصية abusive مريضة,negative
انا بقدم asmr و الي ميعرفش ايه asmr دي أصوات هاديه مهديه للأعصاب الي حابب يعرف ايه هو asmr يدخل يشوف الفيديو الي بقناتي,neutral
محبتش اكمل الحلقه بعد ما سمعت اول جمله لبسمه مع dislike,negative
كان حاب يقلد اغنيه برونو مارس 24k magic,neutral
شيماء = Arab Opera 😍,positive
ندى موسى دورها over جدااا,negative
هو اللى عاملين unlike دول مرضى نفسيين,negative
"حتي لو لبست دهب
هتفضل قليل اخرك يحموك ف كنكة
ماينص وان 😒
Minus one",negative
"عجبني ازي في اجانب بيسمعو اغاني عربي اكتر من العرب 😅
I like how westerns listen to Arabic music more then Arabs 😅",positive
مين البهايم اللي بيعملو dis like دول؟! 😂,negative
"علشان انتي إنسان متربي محترم براڤو بنت السباعي ... تصرف حكيم بجد منك ... واللي نصحوكوا بعدم الرد دوول ناس Real/True ppl عمرك ما تخصريهم كل الاحترام ليهم ❤️
Love you Girl and Respect such a Super Star Ethnic Actor 🌹",positive
داخل اعمل dislike  وامشي,negative
"اسطورة يا حسين الجسمي 
كل اعلان كل اغنيه كل نغمه تصير بصوتك غير 
اللمسه الحلوه ع كل شي ❤
مريت من هنا 
6 رمضان 2020 
5:00am
From Iraq ❤",positive
الناس اللي عامله dislike 👎 انتو ازاي كدا,negative
"ثلاثه:ابتعد عنهم ولاتجادلهم ,لانه ليس هناك دليل علي وجودهم:الملحد والجاهل والسفيه.
Advice:Three؛Stay way them the Atheist,Ignorant and Fools.
",neutral
ياربي اعشق هاذي المخلوقة I love youشيريهان ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positive
"20:44 حسين فهمي غلط بالافض قصدة happy new here, بدلن من year.",neutral
يسوق البوكس samuel l jackson هما جايبين,neutral
1.1k dislike يا كفره 😂😂,negative
قمر و عسل و اناقة و حلاوة  مافيش زيك يا شريهان  bravo,positive
الممثل الوحيد اللي بيعمل heart للكومنتات والله بحبك,positive
"ممكن subscribe لو تسمحون ♥️♥️
https://youtu.be/29yNIbUWP-E",neutral
انا بحبك قوي يا مي  انا اسمي مي ماما سمتني عليكي I love you,positive
إعلان رائع i m very happy,positive
الفيلم ده هيبقا  TOP الفلام في مصر علشان تامر حسني فيه ^_^,positive
لايك اللي كان يسمعها على mbc fm زمااااان 💔💔😂,neutral
الي يشفو الحلقة في سنة 2020 يضغط لايك LIKE,neutral
حلقة جميلة :) بس عايزين لاينات اجمد من كده يا صااااااافى انت وياياااااااا  و مايااااان عسسسسسسسسسسسسل love it,positive
"احلى اعلان لفودافون ... كمية الإبداع من المخرج رهيبة .. كل تفصيل حلو.... وشريهان منووووووورتنا من جديد 😍😍😍😍😍my childhood inspiration 
حمدالله عالسلامة من القلب",positive
ماكان ودي اللقاء يخلص من كثر ماهو رائع وقيم ♥️♥️♥️♥️ وبحس هالشخصيات very valuable بالتاريخ,positive
بصراحة قبل ما اشوف الأغنية كانت اغنية ways to be weked هي الافضل بس بععد ما شفتها خلاص غيرت رأيي وخليت هاذي الأغنية هي الافضل الي عجبتو الاغنية ممكن لايك للاغنية و لي ماشي,positive
هما الموديلز البنات اللي في الاغنيه بيعملوا lipsing للاغنيه مع ان شكلهم مش مصرين,neutral
this  is the reason why I keep studying arabic ( هذا رائع جدا ... تحيتي من أخيكم من أندونيسيا,positive
غنيت اغنيه -بحبك cover - راح تلاقوها في قناتي و اتمنى تعجبكم😍,neutral
"الإعلان ده جامد جدا .. 
Hearty best wishes 
تحية للفنان  حماده هلال 🎼🎼🎶",positive
تابعوا قناتى Mohamed zizo لتتفرج على احلى فيديوهات,neutral
"5 K Dislikes ?
الناس دي ودانها ملوثه والله",negative
مين ولأد الفشلة على عملين DISLIKE ??,negative
اغنية              very  well 😄😍😍😍😍😗💕,positive
انا بحبك يا حمادة هلال I Love you,positive
هو في الكليب حساه بيقلد فيه Bruno Mars ولا بيتهيألي 🤔,neutral
"مش دة اللي كنت مستنياه 
اول كليب ليك ميعجبنيش 
Totally Disappointed 😔",negative
انت ليه مش مفعل القناه للربح انت ممكن تربح منها على الأقل نصف ال بتخدو من التمثيل على ال TV متستهونش باليوتيوب فكر فيها 🤔🤔🤔,neutral
نفسي اعرف مين يلي بيضغط dislike,neutral
Yes واحشني يا سكلانس 😂😂😘,positive
مرحبا انا جديد في يوتيوب  اريد مشتركين ومشاهدة  ولايكات وهي صفحتي Guevara وشكرآ❤,neutral
هههههههههه لأول مرة في نفس الفيلم المرغني و the mountain بتاع game of thrones و Tyson  و big ramy، شغل جامد صراحة,positive
حمدي المرغني أكثر ممثل يضحكني والله،أنا من الجزائر وأحبه كثيرا يعني ٱذا شفتو في فيلم او مسلسل لازم أتابعو ودائما أعمالو ناجحة خاصة هو وعلي ربيع .يزيحو الهم من على القلب.🇩🇿Algeria loves you so so so much💝💝💝💝💝💝💝💝💝💝💝💝💝💝,positive
"‏استمعوا لصوت حسين باغنية سرج يا فرس اللطام 👇 Listen to the voice
https://t.co/uiFin4pnhh‎ 
‎#houcinebenhadj 
‎#حسين_بن_حاج ‎",neutral
حرقات جديدة  انت دايما number one🔝🔥😎  2:27 😂😂😂😅,positive
الموسيقي كلها مسروقة من موسيقي  Galt macdermon   coffee cold  بطل سرقة بقا فين الكريتيفيتي,negative
"Fantastic 🌠
اكتر من رائع 🌈
Really 👍
",positive
احلي اغنية سمعتها في العالم الي بحب ربنا يحط لايك  i love you hamada helal,positive
انا داخل بس اعملكم DISLIKE,negative
مراجعة Army of dead اخراج زاك سنايدر,neutral
أنا مش هشرب شاي تاني ، أنا هشرب coffee ☕☕,neutral
هى الناس اللى عامله unlike ايه مشكلتها مع المسلسل 😒,negative
نحبك يا وائل ❤ ماكش بش تقرا الكومنتار اما راني نموت عليييييك ! Let s spread our love nd show it for allll the world babe 😗😗 i adore uuu,positive
Dislike بسبب الكذب,negative
الناس اللى عامله dislike ، بجد نفسى اعرف ليه ؟!؟!؟!!!!؟؟,neutral
اتكلمي عن فيلم المهرج it ولي جزء تاني اتمنا تعملي,neutral
شريهان قلبى انا مصدقتش عيونى لما شوفتها على tv وجيت هنا اتاكد ، بجد العائله كلها فرحت بشوفتها رجعت الامل تانى يا جميله ❤❤❤,positive
اللحن وطريقه الغناء وكسره الكلام سيئه وحركات المراه جدا cheap,negative
هو المسلسل هينزل بتقنية 5.1 surround  ولا هينزل stereo,neutral
Just روعة !,positive
Tamer Ashour قمر زيك,positive
روعة Love youمصر,positive
بالنسبه لل 3k اللى عاملين dislike ايه اللى مش عاجبكو ف الفيديو كليب نفسى افهم !!!,neutral
هى اغنية عمر كمال وسمية الخشاب مش هتنزل ولا ايه انا خايف لتنزل على منصة watch it 😂😂😂,neutral
Possible click subscribe me fallopian ممكن تعملو اشتراك لي قناتي,neutral
"Wow 🖤 احلا واروع اغنيا عملتها اي ماي كوت😂😂🤣 
حسن شاكوش. I love you ❤️❤️❤️❤️❤️",positive
Venom فين مراجعة فيلم,neutral
A piece of shit زي القرف,negative
انت اللي number one يا جو  😍,positive
انا من ابراج mohamd ahmad  برج سرطان من المغرب مسا مسا احلى لايك 🌹🌹🌹🌹🌹💞💞💞💞💞💞💞💞💞,positive
انا عجبتني مقدمه البرنامج التي لا تملك عقده البدانه . بدليل أنه  break الاعلاني فيه صوره كاريكاتوريه لها وهي في وزن معتبر😜😅😅,positive
شريف منير ممثل فاشل. هل نسي فيلم الكيتكات😂😂😂والله انت over over over روح نام  وبلاش عليك فن . بس من التعريص والتعريص والتطبيل اووووففففف,negative
"I LOVE YOU
يا احلي هشام ماجد",positive
لا معليش انت برضه هيفا 🔥🔥🌹 love you 🇩🇿,positive
بالنسبه للناس اللي عامله dislike انتوا طبيعين؟؟؟ 🤔,negative
لا تلعب لعبة league of legends and valorant تحتوي على كلمة كفر godlike نفس الشركة 2 ولعبة god of war أيضًا أرجوكم,neutral
Kenan Ramy بص انت بتهاجم اي حاجة مصري و انا بشوف تعليقاتك رديت عليك مره واحدة في حلقة روبي و بعدها فهمت انك دماغك تعبانة  و بتهاجم كل ماهو مصري و بقيت اقرا تعليقاتك و ساعات بضحك و ساعات بشفق عليك,negative
تحية من  المغرب  bravo,positive
انهي احلي We ولا فودافون,neutral
"حسستني اخذت الاوسكار
Over over",negative
"FROM SYRIA من سوربا 
I LOVE 
SYR IRQ SA LB EGY TRK JOR UAE KUV QTR JZ TNS 
MGR 
سوريا عراق سعودية لبنان مصر تركيا اردن امارات كويت قطر جزائر تونس المغرب ❤❤❤",positive
الي جاي من BIG يثبت وجوده,neutral
"😾😾اخذ الحق من الاشرار ليس بالشىء الهين ولكن يحتاج الى الكثير من الذكاءTaking justice from evil people is not an easy thing, but it requires a lot of intelligence😾😾",neutral
"اعتقد ان اجمل حاجة هو ان الاغنية جابت عدد مشاهدات كتير فشخ, تقريبا اكتر اغنية تستحق المشاهدات دي ف الاغاني المصري/ العربي. 
Keep It Up",positive
اعلان 2019 لعمر دياب دخل التاريخ  respect,positive
نفس افهم ال 24 الف العملين DIS LIKE زعلانين من ايه,neutral
انا مش باسمع غير  Tamer Ashour,positive
http://brisktopia.com/AtKw    العايز ينزيل الفيديو  برنامج  >>>>> UmmyVideoDownloader,neutral
أنا بدي افهم هادا Gims ليش بيضل يصرخ وهو بيغني 😒,neutral
From lebanon روعة😍😍😍الكل حب الغنية much love♡,positive
"احلي اغنية بالجد ❤
 I like it ",positive
اتفرج على the walking dead,neutral
أنا بحبك أوي يا شريهان I LOVE YOU❤️❤️❤️,positive
الكليب مقدمتو بتشبه rain over me,neutral
"اللحن مسروووووووووق  
اللحن من اغنية لرانبير كابور ونرجس فخري من الفلم الهندي Rock Star",negative
Kickboxing و MMA ??! الاتنين نفس الحاجه,neutral
"🙂💔*‏التفڪير الزائد يقتل سعادتڪہ🖤!*

Over thinking kills your happiness",neutral
انتا مشخصاتي يعني بتحلف كدب روح اعمل dna واحسم لو انتا واثق من حالك ومظلوم,negative
"مش بتنزل الڨيديوهات عالفيس ليه يا مهديي؟ ليه بتنزلهم لينكات يوتيوب؟
+ نفسي فمراجعة لفيلم zack snyder's justice league",neutral
16 الف متوحد عامل dislike,negative
كل عام واتنم بالف خير بمناسبه نهايه 2018 وبدايه سعيده ل 2019 حط لايك I LOVE YOU,positive
اي هرتله وعجن وخلاص بس تلاقي الرقاصه وراها حد vip هو اللي شهرها   وهي معفنه,negative
يسرا ❤❤ احبك .. عراقيه 🇮🇶 مغتربه في 🇬🇧 United kingdom  واحب مصر 🇪🇬 يارب اكتبلي ازور مصر,positive
Next احمد حلمي مع شريف عرفه 😃,neutral
"Dear Egypt, @synergyتامر مرسیئ plz also put this in English Subtitles we also want to watch this drama......Love from Pakistan❤🇵🇰",positive
يوم الاربعاء الموافق 16/4/2021 صيف زمن الكرورنا فى اسوان 2021 اسوان ... hossam abo mazen,neutral
مش  قادرة اؤصف فرحتي بها شيريهان  حبيبة الجميع لا أحد كان ولا جاء يعمل هذه الفوازير مثلها وربي I love Sheehan,positive
اللحن غاية في الروعة  maroc,positive
مراجعة فيلم cruella بعد اذنك,neutral
لا فائدة من الندم بعد فوات الأوان لا فائدة من الاعتذار بعد الإنكسار لكن أغنية جميلة good luck,positive
جامده جدا بجد alot of love for ur voice ur songs ur words ♥️,positive
هو انتم يا we ليه بقتوا حرميه بالشكل دا كانت الاول الشبكه سريعه وتكمل الشهر دلوقتى بالعافيه تكمل 15يوم بقتوا اعفش من شركة اتصالات وحرميه اكتر منهم 😏دا حتي الخط زفت كل دقيقة لا يوجد شبكه 😃لو استمرتوا علي الوضع دا للاسف هنبدل لشبكة تانيه ـــ كفايه سرقه من شبكات الناس حرام عليكم 😣🐞🐞,negative
I love you😍  يارب اشوفك يا مي عز الدين  امين يارب خالينا نشوفك يا مي,positive
حسن الجبالى طلع zero,negative
الاغنيه دي بتفرج عليها من ساعه ما كانت 20 الف views و دلوقتي 55 Million ولسه برده بتفرج عليها كل يوم ومكتبتش ولا تعليق لحد دلوقتي 😂,positive
"محمد صلاح نزل في لعبة GTA V

هتلاقو الفيديو عندي في القناة وعقبالكم كدا نشوفكم بيتلعب بيكم في جاتا كدا 💔😂😂😂💔😂😂😂",neutral
يا جدعنا دي مش أغنيه ده إعلان adidas,neutral
يخربيييت كده 😍😍😍 اعلانات we خراافيه و زين ما اختارت 😍😍😘😘❤😂 عز ❤😍😘 كيمو ،، انا جبت الخط من جمال الاعالانات بتاعتها ❤😍😘😂,positive
الاغنية مسروقة من اغنية bum bum tam tam بتاعة kondzilla  تقريبا نفس اللحن وبعض الكلمات,negative
طب انا مشتري راوتر وي الجديد vdsl مكتوب في صفحه الراوتر  Adsl plas ليش,neutral
WoW 😍 كانت ومازالت ايقونة وسوبر ستار الفوازير والاستعراض والمسرح,positive
Hhhhhhhhhh حمادة عسل,positive
احلي dislike علي عيونكم 😂🙂,negative
مين قال إللي جاي look ع عدد المشاهدات/الليكات/التعليقات ..,neutral
"A beautiful song that gives life, splendor and beauty..الحب والحنان والمسامحه ان شاء الله تزور كل واحد مننا",positive
يعنى مش حلوه زي virus,negative
هو انت اتفرجت على king arthur the legend of the sword فيلم ممتاز جدا ولو اتفرجت عليه تقدر تعمل مراجعة؟؟!,positive
"https://youtu.be/HO6h4yVDmKQ
أريد اشتراكم في القناة فضلا وليس أمرا😍🖤
I want to subscribe to the channel as well and not an order😍🖤",neutral
"i think 
ان محدش هيدخل الفيلم دا 😂😂",negative
اللي عاملين dislike دول ايه 😒,negative
اللي عامل unlike ده جاهل مبيفهمش احب اقولك الكليب معدي 800 الف لايك وان شاء الله قريب هيبقي مليون 2 كمان والمشاهده 52 مليون مشاهده يعني تلت تربع مصر اتفرجت عليه 🙂 وابقي سلملي ع اللي راحت عليك بقي 😅😅,negative
"عاش بجد 
وكالعاده كل اعلان بتنزلوه بيبقاا احسن م الل قبله + ال mix بتاع العسيلى وبهاء سلطان جامد جداا 💖
انت إستثنائى 💪♥",positive
اللي بيعمل مونتاج حسبي الله و نعم الوكيل فيه دي cuts تعملها يا اعمي,negative
لو حد من دول بيشرب pepsi  مكنش ده بقا حاله🤑 ولاده شكل جسمه😉 الpepsi للغلابه 😁,negative
"https://www.youtube.com/watch?v=agQ8bN3LeN0&t=1s   مشاهدة bein, osn, ART والعديد من القنوات الاخرى مباشر بدون اشتراك",neutral
"ازاى عدا عليها اربع سنين ❤
Old but Gold 🖤",positive
"The best media production 
‎أفضل إعلانات ميديا إنتاج وكالة illusion Adv
👇👇👇
https://www.youtube.com/channel/UC-azNTu_gFEUmgF_74WIEJw",positive
Trend 21 بالمغرب 🥰🥰🥰🥰🥰🥰,positive
اغانيك ‏سيئة كتيير كلها قليله ادب ما يستاهل 1 m subscribers 😡😡😡😤😤,negative
نفسي تعمل تريلر رياكشن  لفيلم aquman,neutral
"انك تلبسى cutting jeans لا يعنى انك مش هتبقى زوجة صالحة 
لكن كفتاة مسلمة ؟؟",neutral
انا داخل اعمل dislike 😁,negative
"الحلقه مش شغاله
Not working in your region",neutral
كله جديد ومن غير تقليد افكار لبيتك مفيده جدا هتلاقيها بس في قناه عالم التحدي diy tv,neutral
9k dislike علي ايه,neutral
✨شريهان😍 بنحبك من لبنان 🇱🇧 miss u so much 💖🌙✨,positive
لسه في mug 😂😂😂,neutral
Hossam حسام,neutral
"Why there is ti much belly dancer 
Make halal music video 
افتكر اصلك يا محمد رمضان و مضيعش نفسك 
✊☪️",neutral
